"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20260617","7호선","천왕","14332","14014","20260620",""
"20260617","7호선","온수(성공회대입구)","12357","11358","20260620",""
"20260617","8호선","암사역사공원","8464","7482","20260620",""
"20260617","8호선","암사","18175","16904","20260620",""
"20260617","8호선","천호(풍납토성)","20053","22780","20260620",""
"20260617","8호선","강동구청","12230","12683","20260620",""
"20260617","8호선","몽촌토성(평화의문)","9603","9706","20260620",""
"20260617","8호선","잠실(송파구청)","20151","22995","20260620",""
"20260617","8호선","석촌","9935","11139","20260620",""
"20260617","8호선","송파","11495","11267","20260620",""
"20260617","8호선","가락시장","9615","10447","20260620",""
"20260617","8호선","문정","27398","28753","20260620",""
"20260617","8호선","장지","19465","18104","20260620",""
"20260617","8호선","복정","11642","10218","20260620",""
"20260617","8호선","산성","7174","7442","20260620",""
"20260617","8호선","남한산성입구(성남법원.검찰청)","15034","13821","20260620",""
"20260617","8호선","단대오거리","14184","13609","20260620",""
"20260617","8호선","신흥","6201","6180","20260620",""
"20260617","8호선","수진","6574","6164","20260620",""
"20260617","8호선","모란","5419","4312","20260620",""
"20260617","8호선","남위례","9614","9479","20260620",""
"20260617","9호선","개화","2967","1937","20260620",""
"20260617","9호선","김포공항","5656","10392","20260620",""
"20260617","9호선","공항시장","3179","3315","20260620",""
"20260617","9호선","신방화","7961","7771","20260620",""
"20260617","9호선","마곡나루(서울식물원)","18142","17574","20260620",""
"20260617","9호선","양천향교","13068","13660","20260620",""
"20260617","9호선","가양","24702","24122","20260620",""
"20260617","9호선","증미","9392","9211","20260620",""
"20260617","9호선","등촌","14691","14245","20260620",""
"20260617","9호선","염창","20757","20025","20260620",""
"20260617","9호선","신목동","5494","5025","20260620",""
"20260617","9호선","선유도","10801","9926","20260620",""
"20260617","9호선","당산","22465","22063","20260620",""
"20260617","9호선","국회의사당","21267","21720","20260620",""
"20260617","9호선","여의도","36880","35633","20260620",""
"20260617","9호선","샛강","8267","8335","20260620",""
"20260617","9호선","노량진","28427","28376","20260620",""
"20260617","9호선","노들","5744","4752","20260620",""
"20260617","9호선","흑석(중앙대입구)","11793","11891","20260620",""
"20260617","9호선","동작(현충원)","2216","1954","20260620",""
"20260617","9호선","구반포","3120","2765","20260620",""
"20260617","9호선","신반포","5415","5215","20260620",""
"20260617","9호선","고속터미널","15990","20746","20260620",""
"20260617","9호선","사평","4872","4650","20260620",""
"20260617","9호선","신논현","34043","34443","20260620",""
"20260617","9호선2~3단계","언주","13594","13863","20260620",""
"20260617","9호선2~3단계","선정릉","12279","13353","20260620",""
"20260617","9호선2~3단계","삼성중앙","9558","10097","20260620",""
"20260617","9호선2~3단계","봉은사","23412","24437","20260620",""
"20260617","9호선2~3단계","종합운동장","5622","5913","20260620",""
"20260617","9호선2~3단계","삼전","9665","9150","20260620",""
"20260617","9호선2~3단계","석촌고분","8454","8288","20260620",""
"20260617","9호선2~3단계","석촌","11112","10327","20260620",""
"20260617","9호선2~3단계","송파나루","6454","6917","20260620",""
"20260617","9호선2~3단계","한성백제","3937","3506","20260620",""
"20260617","9호선2~3단계","올림픽공원(한국체대)","12603","12440","20260620",""
"20260617","9호선2~3단계","둔촌오륜","5453","5379","20260620",""
"20260617","9호선2~3단계","중앙보훈병원","15461","13458","20260620",""
"20260617","경강선","판교","6959","6807","20260620",""
"20260617","경강선","이매","1215","1109","20260620",""
"20260617","경강선","삼동","2662","2524","20260620",""
"20260617","경강선","경기광주","9751","9248","20260620",""
"20260617","경강선","초월","4278","4070","20260620",""
"20260617","경강선","곤지암","2534","2484","20260620",""
"20260617","경강선","신둔도예촌","1644","1560","20260620",""
"20260617","경강선","이천","3086","3313","20260620",""
"20260617","경강선","부발","2641","2604","20260620",""
"20260617","경강선","세종대왕릉","408","396","20260620",""
"20260617","경강선","여주","3424","3394","20260620",""
"20260617","경강선","성남","1587","1382","20260620",""
"20260617","경부선","서울역","9659","3216","20260620",""
"20260617","경부선","남영","10478","10967","20260620",""
"20260617","경부선","용산","45960","45968","20260620",""
"20260617","경부선","노량진","9647","9226","20260620",""
"20260617","경부선","대방","12002","13795","20260620",""
"20260617","경부선","영등포","42901","42866","20260620",""
"20260617","경부선","신도림","4476","4657","20260620",""
"20260617","경부선","신길","9693","8761","20260620",""
"20260617","경부선","구로","18815","18966","20260620",""
"20260617","경부선","가산디지털단지","20029","22963","20260620",""
"20260617","경부선","금천구청","11914","12310","20260620",""
"20260617","경부선","석수","9304","8603","20260620",""
"20260617","경부선","관악","8020","7830","20260620",""
"20260617","경부선","안양","27129","26789","20260620",""
"20260617","경부선","명학","10810","10738","20260620",""
"20260617","경부선","금정","32276","32998","20260620",""
"20260617","경부선","군포","7781","7518","20260620",""
"20260617","경부선","의왕","10745","10859","20260620",""
"20260617","경부선","성균관대","18310","17860","20260620",""
"20260617","경부선","화서","11800","11529","20260620",""
"20260617","경부선","수원","39861","43145","20260620",""
"20260617","경부선","독산","19120","19514","20260620",""
"20260617","경부선","세류","4025","3907","20260620",""
"20260617","경부선","병점","17135","17174","20260620",""
"20260617","경부선","세마","3913","3701","20260620",""
"20260617","경부선","오산대","4590","4344","20260620",""
"20260617","경부선","오산","11870","11845","20260620",""
"20260617","경부선","진위","1992","1951","20260620",""
"20260617","경부선","송탄","4618","4557","20260620",""
"20260617","경부선","서정리","9700","9049","20260620",""
"20260617","경부선","평택지제","5349","4992","20260620",""
"20260617","경부선","평택","13406","13374","20260620",""
"20260617","경부선","성환","5683","5598","20260620",""
"20260617","경부선","직산","1130","1178","20260620",""
"20260617","경부선","두정","9104","9986","20260620",""
"20260617","경부선","천안","7107","6178","20260620",""
"20260617","경부선","당정","7366","7048","20260620",""
"20260617","경부선","서동탄","1695","1363","20260620",""
"20260617","경부선","광명","3982","3333","20260620",""
"20260617","경원선","이촌(국립중앙박물관)","4521","3727","20260620",""
"20260617","경원선","서빙고","2453","2213","20260620",""
"20260617","경원선","한남","4013","3971","20260620",""
"20260617","경원선","옥수","55","40","20260620",""
"20260617","경원선","응봉","2136","1668","20260620",""
"20260617","경원선","왕십리(성동구청)","18442","18416","20260620",""
"20260617","경원선","청량리(서울시립대입구)","17542","18049","20260620",""
"20260617","경원선","외대앞","14788","14615","20260620",""
"20260617","경원선","신이문","9795","9087","20260620",""
"20260617","경원선","석계","8412","9244","20260620",""
"20260617","경원선","광운대","9883","9304","20260620",""
"20260617","경원선","월계","8636","8136","20260620",""
"20260617","경원선","녹천","5205","4428","20260620",""
"20260617","경원선","방학","11258","11249","20260620",""
"20260617","경원선","도봉","6666","6412","20260620",""
"20260617","경원선","도봉산","8055","5153","20260620",""
"20260617","경원선","망월사","11804","11925","20260620",""
"20260617","경원선","회룡","15034","14868","20260620",""
"20260617","경원선","의정부","21091","21264","20260620",""
"20260617","경원선","가능","7293","7116","20260620",""
"20260617","경원선","녹양","5141","4951","20260620",""
"20260617","경원선","양주","7806","7462","20260620",""
"20260617","경원선","덕계","7972","7376","20260620",""
"20260617","경원선","덕정","7707","7285","20260620",""
"20260617","경원선","지행","7236","7463","20260620",""
"20260617","경원선","동두천중앙","3404","3218","20260620",""
"20260617","경원선","보산","1625","1531","20260620",""
"20260617","경원선","동두천","2487","2471","20260620",""
"20260617","경원선","소요산","1639","1714","20260620",""
"20260617","경원선","청산","144","131","20260620",""
"20260617","경원선","전곡","1208","1148","20260620",""
"20260617","경원선","연천","1182","1131","20260620",""
"20260617","경의선","서울역","3982","5021","20260620",""
"20260617","경의선","신촌","1232","1510","20260620",""
"20260617","경의선","효창공원앞","3696","4142","20260620",""
"20260617","경의선","공덕","4951","3859","20260620",""
"20260617","경의선","서강대","2733","2708","20260620",""
"20260617","경의선","홍대입구","2196","2572","20260620",""
"20260617","경의선","가좌","6709","6350","20260620",""
"20260617","경의선","디지털미디어시티","2826","2727","20260620",""
"20260617","경의선","수색","3641","3811","20260620",""
"20260617","경의선","한국항공대","3374","3153","20260620",""
"20260617","경의선","강매","3727","3103","20260620",""
"20260617","경의선","행신","8307","8525","20260620",""
"20260617","경의선","능곡","5033","4763","20260620",""
"20260617","경의선","곡산","681","740","20260620",""
"20260617","경의선","백마","8455","8338","20260620",""
"20260617","경의선","풍산","7111","6707","20260620",""
"20260617","경의선","일산","11627","11726","20260620",""
"20260617","경의선","탄현","8545","8176","20260620",""
"20260617","경의선","야당","7934","8032","20260620",""
"20260617","경의선","운정","8906","8546","20260620",""
"20260617","경의선","금릉","5413","5231","20260620",""
"20260617","경의선","금촌","7151","6977","20260620",""
"20260617","경의선","월롱","2646","2314","20260620",""
"20260617","경의선","파주","1317","1060","20260620",""
"20260617","경의선","문산","5756","5615","20260620",""
"20260617","경의선","임진강","14","4","20260620",""
"20260617","경의선","운천","4","7","20260620",""
"20260617","경인선","개봉","25874","25537","20260620",""
"20260617","경인선","오류동","12949","11972","20260620",""
"20260617","경인선","역곡","30141","29955","20260620",""
"20260617","경인선","부천","34635","34574","20260620",""
"20260617","경인선","송내","28741","28632","20260620",""
"20260617","경인선","부평","30847","32460","20260620",""
"20260617","경인선","백운","7909","7628","20260620",""
"20260617","경인선","동암","16333","16792","20260620",""
"20260617","경인선","주안","20181","18348","20260620",""
"20260617","경인선","제물포","11948","11583","20260620",""
"20260617","경인선","동인천","14592","13648","20260620",""
"20260617","경인선","인천","4010","3272","20260620",""
"20260617","경인선","구일","8528","8467","20260620",""
"20260617","경인선","소사","9258","8670","20260620",""
"20260617","경인선","부개","9317","8794","20260620",""
"20260617","경인선","간석","6449","6125","20260620",""
"20260617","경인선","도원","3740","3847","20260620",""
"20260617","경인선","온수(성공회대입구)","7311","6870","20260620",""
"20260617","경인선","중동","10327","9685","20260620",""
"20260617","경인선","도화","4522","4225","20260620",""
"20260617","경춘선","신내","3487","3404","20260620",""
"20260617","경춘선","갈매","3077","2803","20260620",""
"20260617","경춘선","별내","2778","2639","20260620",""
"20260617","경춘선","퇴계원","3717","3465","20260620",""
"20260617","경춘선","사릉","2399","2319","20260620",""
"20260617","경춘선","금곡","2004","1968","20260620",""
"20260617","경춘선","평내호평","7435","7246","20260620",""
"20260617","경춘선","천마산","1858","1704","20260620",""
"20260617","경춘선","마석","4779","4671","20260620",""
"20260617","경춘선","대성리","662","806","20260620",""
"20260617","경춘선","청평","1892","1843","20260620",""
"20260617","경춘선","상천","339","337","20260620",""
"20260617","경춘선","가평","1958","2000","20260620",""
"20260617","경춘선","굴봉산","120","119","20260620",""
"20260617","경춘선","백양리","101","102","20260620",""
"20260617","경춘선","강촌","548","563","20260620",""
"20260617","경춘선","김유정","452","509","20260620",""
"20260617","경춘선","남춘천","3544","3445","20260620",""
"20260617","경춘선","춘천","2012","1659","20260620",""
"20260617","공항철도 1호선","서울역","13771","11667","20260620",""
"20260617","공항철도 1호선","공덕","3731","4636","20260620",""
"20260617","공항철도 1호선","홍대입구","15145","14671","20260620",""
"20260617","공항철도 1호선","디지털미디어시티","17000","15821","20260620",""
"20260617","공항철도 1호선","마곡나루(서울식물원)","18461","17706","20260620",""
"20260617","공항철도 1호선","김포공항","8679","5267","20260620",""
"20260617","공항철도 1호선","계양","10197","10267","20260620",""
"20260617","공항철도 1호선","검암","6732","6776","20260620",""
"20260617","공항철도 1호선","청라국제도시","9069","8574","20260620",""
"20260617","공항철도 1호선","운서","10743","11277","20260620",""
"20260617","공항철도 1호선","공항화물청사","2226","2348","20260620",""
"20260617","공항철도 1호선","인천공항1터미널","13579","12393","20260620",""
"20260617","공항철도 1호선","인천공항2터미널","10872","8832","20260620",""
"20260617","공항철도 1호선","영종","4884","5092","20260620",""
"20260617","과천선","선바위","8759","7779","20260620",""
"20260617","과천선","경마공원","1964","1873","20260620",""
"20260617","과천선","대공원","2843","3039","20260620",""
"20260617","과천선","과천","5866","5387","20260620",""
"20260617","과천선","정부과천청사","16309","17409","20260620",""
"20260617","과천선","인덕원","30837","31617","20260620",""
"20260617","과천선","평촌","20767","20133","20260620",""
"20260617","과천선","범계","32078","32347","20260620",""
"20260617","분당선","선릉","14840","22472","20260620",""
"20260617","분당선","한티","17022","18294","20260620",""
"20260617","분당선","도곡","8789","9150","20260620",""
"20260617","분당선","구룡","4082","4106","20260620",""
"20260617","분당선","개포동","4389","4580","20260620",""
"20260617","분당선","대모산입구","6656","6377","20260620",""
"20260617","분당선","수서","19535","20534","20260620",""
"20260617","분당선","복정","4","0","20260620",""
"20260617","분당선","수원","8512","6567","20260620",""
"20260617","분당선","서울숲","14434","14900","20260620",""
"20260617","분당선","압구정로데오","19787","21668","20260620",""
"20260617","분당선","강남구청","10947","12760","20260620",""
"20260617","분당선","선정릉","8676","8805","20260620",""
"20260617","분당선","가천대","10961","11001","20260620",""
"20260617","분당선","태평","14129","13820","20260620",""
"20260617","분당선","모란","21006","21704","20260620",""
"20260617","분당선","야탑","28607","30571","20260620",""
"20260617","분당선","서현","26482","27077","20260620",""
"20260617","분당선","수내","14220","14191","20260620",""
"20260617","분당선","정자","22594","24043","20260620",""
"20260617","분당선","미금","17683","18159","20260620",""
"20260617","분당선","오리","12598","10941","20260620",""
"20260617","분당선","이매","6343","6102","20260620",""
"20260617","분당선","보정","2949","2610","20260620",""
"20260617","분당선","죽전","15443","17016","20260620",""
"20260617","분당선","구성","8737","8887","20260620",""
"20260617","분당선","신갈","5661","5539","20260620",""
"20260617","분당선","기흥","11952","10902","20260620",""
"20260617","분당선","상갈","6105","5804","20260620",""
"20260617","분당선","청명","5478","5391","20260620",""
"20260617","분당선","영통","10390","10448","20260620",""
"20260617","분당선","망포","17518","17202","20260620",""
"20260617","분당선","매탄권선","6385","6231","20260620",""
"20260617","분당선","수원시청","15920","16735","20260620",""
"20260617","분당선","매교","6180","6166","20260620",""
"20260617","서해선","김포공항","2856","4492","20260620",""
"20260617","서해선","원종","5866","5741","20260620",""
"20260618","2호선","용답","3558","3538","20260621",""
"20260618","경부선","성균관대","18510","17811","20260621",""
"20260618","5호선","거여","11632","11619","20260621",""
"20260618","5호선","마천","8423","7278","20260621",""
"20260618","5호선","강일","6906","6484","20260621",""
"20260618","5호선","미사","20591","20777","20260621",""
"20260618","5호선","하남풍산","5199","5240","20260621",""
"20260618","5호선","하남시청(덕풍·신장)","9766","9329","20260621",""
"20260618","5호선","하남검단산","7292","6701","20260621",""
"20260618","6호선","응암","19566","19629","20260621",""
"20260618","6호선","역촌","4500","5255","20260621",""
"20260618","6호선","불광","5352","5000","20260621",""
"20260618","6호선","독바위","2877","3139","20260621",""
"20260618","6호선","연신내","3","0","20260621",""
"20260618","6호선","구산","9209","7219","20260621",""
"20260618","6호선","새절(신사)","14539","13406","20260621",""
"20260618","6호선","증산(명지대앞)","10175","10107","20260621",""
"20260618","6호선","디지털미디어시티","16756","18250","20260621",""
"20260618","6호선","월드컵경기장(성산)","4444","4653","20260621",""
"20260618","6호선","마포구청","16953","15305","20260621",""
"20260618","6호선","망원","17518","18832","20260621",""
"20260618","6호선","합정","14568","14487","20260621",""
"20260618","6호선","상수","11122","12381","20260621",""
"20260618","6호선","광흥창(서강)","11505","10774","20260621",""
"20260618","6호선","대흥(서강대앞)","11992","12535","20260621",""
"20260618","6호선","공덕","22256","22023","20260621",""
"20260618","6호선","효창공원앞","8859","7998","20260621",""
"20260618","6호선","삼각지(전쟁기념관)","9017","7633","20260621",""
"20260618","6호선","녹사평(용산구청)","6097","6196","20260621",""
"20260618","6호선","이태원","12344","13912","20260621",""
"20260618","6호선","한강진","10725","13139","20260621",""
"20260618","6호선","버티고개","2555","2461","20260621",""
"20260618","6호선","약수","4156","4106","20260621",""
"20260618","6호선","청구","4428","4384","20260621",""
"20260618","6호선","신당","9747","10109","20260621",""
"20260618","6호선","동묘앞","10985","11513","20260621",""
"20260618","6호선","창신","4231","3504","20260621",""
"20260618","6호선","보문","9164","8806","20260621",""
"20260618","6호선","안암(고대병원앞)","16110","15634","20260621",""
"20260618","6호선","고려대(종암)","10295","10071","20260621",""
"20260618","6호선","월곡(동덕여대)","13498","13136","20260621",""
"20260618","6호선","상월곡(한국과학기술연구원)","7745","7217","20260621",""
"20260618","6호선","돌곶이","14053","12998","20260621",""
"20260618","6호선","석계","14035","14255","20260621",""
"20260618","6호선","태릉입구","6454","7338","20260621",""
"20260618","6호선","화랑대(서울여대입구)","13605","10910","20260621",""
"20260618","6호선","봉화산(서울의료원)","9825","9067","20260621",""
"20260618","6호선","신내","1","0","20260621",""
"20260618","7호선","장암","3259","1225","20260621",""
"20260618","7호선","도봉산","10389","11898","20260621",""
"20260618","7호선","수락산","13949","14181","20260621",""
"20260618","7호선","마들","15188","14506","20260621",""
"20260618","7호선","노원","22502","24039","20260621",""
"20260618","7호선","중계","17416","16249","20260621",""
"20260618","7호선","하계","20432","19445","20260621",""
"20260618","7호선","공릉(서울과학기술대)","13922","13631","20260621",""
"20260618","7호선","태릉입구","10083","9639","20260621",""
"20260618","7호선","먹골","11642","11514","20260621",""
"20260618","7호선","중화","12743","12692","20260621",""
"20260618","7호선","상봉","20229","19591","20260621",""
"20260618","7호선","면목","17046","16629","20260621",""
"20260618","7호선","사가정","17831","17993","20260621",""
"20260618","7호선","용마산(용마폭포공원)","6618","6360","20260621",""
"20260618","7호선","중곡","12485","12044","20260621",""
"20260618","7호선","군자(능동)","17866","13919","20260621",""
"20260618","7호선","어린이대공원(세종대)","19468","19602","20260621",""
"20260618","7호선","건대입구","16457","16731","20260621",""
"20260618","7호선","자양(뚝섬한강공원)","11231","10865","20260621",""
"20260618","7호선","청담","21537","23489","20260621",""
"20260618","7호선","강남구청","19036","21397","20260621",""
"20260618","7호선","학동","26842","27676","20260621",""
"20260618","7호선","논현","22095","22879","20260621",""
"20260618","7호선","반포","7932","7692","20260621",""
"20260618","7호선","고속터미널","18990","17017","20260621",""
"20260618","7호선","내방","17967","17991","20260621",""
"20260618","7호선","이수","19454","18891","20260621",""
"20260618","7호선","남성","12693","12186","20260621",""
"20260618","7호선","숭실대입구(살피재)","14767","14635","20260621",""
"20260618","7호선","상도","14587","14301","20260621",""
"20260618","7호선","장승배기","11027","10983","20260621",""
"20260618","7호선","신대방삼거리","16917","16391","20260621",""
"20260618","7호선","보라매","7403","7774","20260621",""
"20260618","7호선","신풍","13596","12817","20260621",""
"20260618","7호선","대림(구로구청)","9534","9700","20260621",""
"20260618","7호선","남구로","17301","18541","20260621",""
"20260618","7호선","가산디지털단지","51852","52585","20260621",""
"20260618","7호선","철산","25381","26076","20260621",""
"20260618","7호선","광명사거리","25321","25090","20260621",""
"20260618","7호선","천왕","13804","13578","20260621",""
"20260618","7호선","온수(성공회대입구)","11910","10850","20260621",""
"20260618","8호선","암사역사공원","8549","7622","20260621",""
"20260618","8호선","암사","18155","16932","20260621",""
"20260618","8호선","천호(풍납토성)","20224","22734","20260621",""
"20260618","8호선","강동구청","12446","12697","20260621",""
"20260618","8호선","몽촌토성(평화의문)","9613","9843","20260621",""
"20260618","8호선","잠실(송파구청)","20677","23662","20260621",""
"20260618","8호선","석촌","10005","11231","20260621",""
"20260618","8호선","송파","11649","11283","20260621",""
"20260618","8호선","가락시장","9729","10592","20260621",""
"20260618","8호선","문정","27083","28558","20260621",""
"20260618","8호선","장지","19380","17865","20260621",""
"20260618","8호선","복정","11509","9973","20260621",""
"20260618","8호선","산성","7271","7383","20260621",""
"20260618","8호선","남한산성입구(성남법원.검찰청)","14495","13313","20260621",""
"20260618","8호선","단대오거리","14095","13437","20260621",""
"20260618","8호선","신흥","5940","6135","20260621",""
"20260618","8호선","수진","5869","5529","20260621",""
"20260618","8호선","모란","5415","4233","20260621",""
"20260618","8호선","남위례","9473","9528","20260621",""
"20260618","9호선","개화","2890","1872","20260621",""
"20260618","9호선","김포공항","5960","10309","20260621",""
"20260618","9호선","공항시장","3052","3281","20260621",""
"20260618","9호선","신방화","8054","7897","20260621",""
"20260618","9호선","마곡나루(서울식물원)","18311","17775","20260621",""
"20260618","9호선","양천향교","13063","13466","20260621",""
"20260618","9호선","가양","25104","24374","20260621",""
"20260618","9호선","증미","9410","9243","20260621",""
"20260618","9호선","등촌","14655","14057","20260621",""
"20260618","9호선","염창","20692","19939","20260621",""
"20260618","9호선","신목동","5474","5044","20260621",""
"20260618","9호선","선유도","10821","10005","20260621",""
"20260618","9호선","당산","22620","21907","20260621",""
"20260618","9호선","국회의사당","19867","20429","20260621",""
"20260618","9호선","여의도","37355","36052","20260621",""
"20260618","9호선","샛강","8092","8059","20260621",""
"20260618","9호선","노량진","29086","28707","20260621",""
"20260618","9호선","노들","5564","4732","20260621",""
"20260618","9호선","흑석(중앙대입구)","11817","11996","20260621",""
"20260618","9호선","동작(현충원)","2143","1833","20260621",""
"20260618","9호선","구반포","3217","2857","20260621",""
"20260618","9호선","신반포","5676","5487","20260621",""
"20260618","9호선","고속터미널","17105","21897","20260621",""
"20260618","9호선","사평","4885","4721","20260621",""
"20260618","9호선","신논현","35113","35817","20260621",""
"20260618","9호선2~3단계","언주","13769","14111","20260621",""
"20260618","9호선2~3단계","선정릉","12207","13301","20260621",""
"20260618","9호선2~3단계","삼성중앙","9736","10020","20260621",""
"20260618","9호선2~3단계","봉은사","27401","29877","20260621",""
"20260618","9호선2~3단계","종합운동장","5881","6040","20260621",""
"20260618","9호선2~3단계","삼전","9547","9014","20260621",""
"20260618","9호선2~3단계","석촌고분","8604","8685","20260621",""
"20260618","9호선2~3단계","석촌","10978","10218","20260621",""
"20260618","9호선2~3단계","송파나루","6663","7011","20260621",""
"20260618","9호선2~3단계","한성백제","3920","3578","20260621",""
"20260618","9호선2~3단계","올림픽공원(한국체대)","12648","12258","20260621",""
"20260618","9호선2~3단계","둔촌오륜","5294","5219","20260621",""
"20260618","9호선2~3단계","중앙보훈병원","15752","13665","20260621",""
"20260618","경강선","판교","6934","6835","20260621",""
"20260618","경강선","이매","1193","1073","20260621",""
"20260618","경강선","삼동","2620","2519","20260621",""
"20260618","경강선","경기광주","9660","9207","20260621",""
"20260618","경강선","초월","4273","4053","20260621",""
"20260618","경강선","곤지암","2376","2355","20260621",""
"20260618","경강선","신둔도예촌","1660","1500","20260621",""
"20260618","경강선","이천","3170","3299","20260621",""
"20260618","경강선","부발","2749","2606","20260621",""
"20260618","경강선","세종대왕릉","356","386","20260621",""
"20260618","경강선","여주","3350","3309","20260621",""
"20260618","경강선","성남","1636","1401","20260621",""
"20260618","경부선","서울역","10312","3345","20260621",""
"20260618","경부선","남영","10607","11048","20260621",""
"20260618","경부선","용산","47562","47825","20260621",""
"20260618","경부선","노량진","9873","9527","20260621",""
"20260618","경부선","대방","11920","13617","20260621",""
"20260618","경부선","영등포","43901","44208","20260621",""
"20260618","경부선","신도림","4283","4584","20260621",""
"20260618","경부선","신길","9591","8686","20260621",""
"20260618","경부선","구로","18596","18838","20260621",""
"20260618","경부선","가산디지털단지","20278","22963","20260621",""
"20260618","경부선","금천구청","12022","12328","20260621",""
"20260618","경부선","석수","9191","8572","20260621",""
"20260618","경부선","관악","7920","7818","20260621",""
"20260618","경부선","안양","26950","26737","20260621",""
"20260618","경부선","명학","10384","10283","20260621",""
"20260618","경부선","금정","31945","32532","20260621",""
"20260618","경부선","군포","7657","7613","20260621",""
"20260618","경부선","의왕","10911","10795","20260621",""
"20260618","경부선","화서","11831","11672","20260621",""
"20260618","경부선","수원","40817","42780","20260621",""
"20260618","경부선","독산","19067","19164","20260621",""
"20260618","경부선","세류","3967","3597","20260621",""
"20260618","경부선","병점","17065","17329","20260621",""
"20260618","경부선","세마","3876","3757","20260621",""
"20260618","경부선","오산대","4674","4356","20260621",""
"20260618","경부선","오산","12149","12124","20260621",""
"20260618","경부선","진위","1891","1791","20260621",""
"20260618","경부선","송탄","4637","4526","20260621",""
"20260618","경부선","서정리","9356","8864","20260621",""
"20260618","경부선","평택지제","5398","5223","20260621",""
"20260618","경부선","평택","13717","13117","20260621",""
"20260618","경부선","성환","5051","4839","20260621",""
"20260618","경부선","직산","1154","1156","20260621",""
"20260618","경부선","두정","9497","9967","20260621",""
"20260618","경부선","천안","7285","6403","20260621",""
"20260618","경부선","당정","7320","6987","20260621",""
"20260618","경부선","서동탄","1668","1323","20260621",""
"20260618","경부선","광명","4030","3505","20260621",""
"20260618","경원선","이촌(국립중앙박물관)","4424","3630","20260621",""
"20260618","경원선","서빙고","2475","2244","20260621",""
"20260618","경원선","한남","4144","4092","20260621",""
"20260618","경원선","옥수","59","30","20260621",""
"20260618","경원선","응봉","2154","1822","20260621",""
"20260618","경원선","왕십리(성동구청)","18973","18662","20260621",""
"20260618","경원선","청량리(서울시립대입구)","18262","18552","20260621",""
"20260618","경원선","외대앞","15275","15018","20260621",""
"20260618","경원선","신이문","9847","9059","20260621",""
"20260618","경원선","석계","8387","9218","20260621",""
"20260618","경원선","광운대","9715","9037","20260621",""
"20260618","경원선","월계","8162","7709","20260621",""
"20260618","경원선","녹천","5153","4480","20260621",""
"20260618","경원선","창동","4","0","20260621",""
"20260618","경원선","방학","10929","10718","20260621",""
"20260618","경원선","도봉","6535","6450","20260621",""
"20260618","경원선","도봉산","7963","5218","20260621",""
"20260618","경원선","망월사","11158","11090","20260621",""
"20260618","경원선","회룡","14752","14579","20260621",""
"20260618","경원선","의정부","20797","21021","20260621",""
"20260618","경원선","가능","6933","6743","20260621",""
"20260618","경원선","녹양","4983","4822","20260621",""
"20260618","경원선","양주","7734","7227","20260621",""
"20260618","경원선","덕계","7826","7411","20260621",""
"20260618","경원선","덕정","6912","6555","20260621",""
"20260618","경원선","지행","7321","7465","20260621",""
"20260618","경원선","동두천중앙","3357","3166","20260621",""
"20260618","경원선","보산","2040","1543","20260621",""
"20260618","경원선","동두천","2463","2269","20260621",""
"20260618","경원선","소요산","1837","1881","20260621",""
"20260618","경원선","청산","127","132","20260621",""
"20260618","경원선","전곡","1225","1165","20260621",""
"20260618","경원선","연천","1141","1127","20260621",""
"20260618","경의선","서울역","3942","5028","20260621",""
"20260618","경의선","신촌","1184","1506","20260621",""
"20260618","경의선","효창공원앞","3655","4030","20260621",""
"20260618","경의선","공덕","4949","3867","20260621",""
"20260618","경의선","서강대","2683","2681","20260621",""
"20260618","경의선","홍대입구","2153","2546","20260621",""
"20260618","경의선","가좌","6535","6256","20260621",""
"20260618","경의선","디지털미디어시티","2757","2686","20260621",""
"20260618","경의선","수색","3723","3752","20260621",""
"20260618","경의선","한국항공대","3067","2812","20260621",""
"20260618","경의선","강매","3710","3108","20260621",""
"20260618","경의선","행신","8528","8444","20260621",""
"20260618","경의선","능곡","4956","4641","20260621",""
"20260618","경의선","곡산","721","744","20260621",""
"20260618","경의선","백마","8539","8332","20260621",""
"20260618","경의선","풍산","7281","6938","20260621",""
"20260618","경의선","일산","12568","12533","20260621",""
"20260618","경의선","탄현","8598","8168","20260621",""
"20260618","경의선","야당","8092","8189","20260621",""
"20260618","경의선","운정","8649","8417","20260621",""
"20260618","경의선","금릉","5373","5252","20260621",""
"20260618","경의선","금촌","6998","6761","20260621",""
"20260618","경의선","월롱","2827","2463","20260621",""
"20260618","경의선","파주","1320","1110","20260621",""
"20260618","경의선","문산","5748","5747","20260621",""
"20260618","경의선","임진강","5","4","20260621",""
"20260618","경의선","운천","2","3","20260621",""
"20260618","경인선","개봉","25562","25175","20260621",""
"20260618","경인선","오류동","12955","12106","20260621",""
"20260618","경인선","역곡","29731","29619","20260621",""
"20260618","경인선","부천","34511","34392","20260621",""
"20260618","경인선","송내","28724","28711","20260621",""
"20260618","경인선","부평","30636","32130","20260621",""
"20260618","경인선","백운","7785","7465","20260621",""
"20260618","경인선","동암","16260","16456","20260621",""
"20260618","경인선","주안","19874","17885","20260621",""
"20260618","경인선","제물포","12324","12020","20260621",""
"20260618","경인선","동인천","14702","13634","20260621",""
"20260618","경인선","인천","3907","3255","20260621",""
"20260618","경인선","구일","8294","8208","20260621",""
