"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20260602","장항선","아산","5259","4904","20260605",""
"20260602","장항선","탕정","3203","2372","20260605",""
"20260602","장항선","배방","1543","1538","20260605",""
"20260603","6호선","역촌","2645","3059","20260606",""
"20260603","분당선","망포","8200","8224","20260606",""
"20260603","일산선","정발산","6298","5974","20260606",""
"20260603","5호선","개화산","4100","3956","20260606",""
"20260603","5호선","김포공항","11324","7558","20260606",""
"20260603","5호선","송정","4360","4371","20260606",""
"20260603","5호선","마곡","9874","9826","20260606",""
"20260603","5호선","발산","13151","14193","20260606",""
"20260603","5호선","우장산","10042","10260","20260606",""
"20260603","5호선","화곡","19074","17815","20260606",""
"20260603","5호선","까치산","19385","18429","20260606",""
"20260603","5호선","신정(은행정)","8524","7373","20260606",""
"20260603","5호선","목동","9797","10172","20260606",""
"20260603","5호선","오목교(목동운동장앞)","13867","14159","20260606",""
"20260603","5호선","양평","3749","3646","20260606",""
"20260603","5호선","영등포구청","2455","2368","20260606",""
"20260603","5호선","영등포시장","7453","7439","20260606",""
"20260603","5호선","신길","3189","3119","20260606",""
"20260603","5호선","여의도","9725","10659","20260606",""
"20260603","5호선","여의나루","11912","12397","20260606",""
"20260603","5호선","마포","7116","7182","20260606",""
"20260603","5호선","공덕","6516","6494","20260606",""
"20260603","5호선","애오개","3661","3476","20260606",""
"20260603","5호선","충정로(경기대입구)","1847","1981","20260606",""
"20260603","5호선","서대문","6579","6304","20260606",""
"20260603","5호선","광화문(세종문화회관)","17065","18051","20260606",""
"20260603","5호선","종로3가","13938","13611","20260606",""
"20260603","5호선","을지로4가","4067","4148","20260606",""
"20260603","5호선","동대문역사문화공원(DDP)","1494","1549","20260606",""
"20260603","5호선","청구","2241","2119","20260606",""
"20260603","5호선","신금호","3857","4195","20260606",""
"20260603","5호선","행당","4955","4354","20260606",""
"20260603","5호선","왕십리(성동구청)","3267","3983","20260606",""
"20260603","5호선","마장","3934","3489","20260606",""
"20260603","5호선","답십리","9869","8983","20260606",""
"20260603","5호선","장한평","11305","11094","20260606",""
"20260603","5호선","군자(능동)","8931","10033","20260606",""
"20260603","5호선","아차산(어린이대공원후문)","12522","12343","20260606",""
"20260603","5호선","광나루(장신대)","7377","7318","20260606",""
"20260603","5호선","천호(풍납토성)","17442","16169","20260606",""
"20260603","5호선","강동","11524","11396","20260606",""
"20260603","5호선","길동","6407","6451","20260606",""
"20260603","5호선","굽은다리(강동구민회관앞)","7144","6853","20260606",""
"20260603","5호선","명일","5478","5481","20260606",""
"20260603","5호선","고덕","6050","6016","20260606",""
"20260603","5호선","상일동","8664","8402","20260606",""
"20260603","5호선","둔촌동","8901","8651","20260606",""
"20260603","5호선","올림픽공원(한국체대)","3377","2886","20260606",""
"20260603","5호선","방이","4977","4907","20260606",""
"20260603","5호선","오금","2073","1982","20260606",""
"20260603","5호선","개롱","3927","4020","20260606",""
"20260603","5호선","거여","6068","5997","20260606",""
"20260603","5호선","마천","4304","4221","20260606",""
"20260603","5호선","강일","4027","3627","20260606",""
"20260603","1호선","청량리(서울시립대입구)","19149","19299","20260606",""
"20260603","1호선","제기동","13446","13913","20260606",""
"20260603","1호선","신설동","9229","8599","20260606",""
"20260603","1호선","동대문","14619","14643","20260606",""
"20260603","1호선","종로5가","18877","18467","20260606",""
"20260603","1호선","종로3가","20513","18376","20260606",""
"20260603","1호선","종각","19694","18527","20260606",""
"20260603","1호선","시청","12365","12607","20260606",""
"20260603","1호선","서울역","46501","45465","20260606",""
"20260603","4호선","이촌(국립중앙박물관)","10345","10750","20260606",""
"20260603","4호선","총신대입구(이수)","14015","14835","20260606",""
"20260603","4호선","사당","18491","17295","20260606",""
"20260603","4호선","남태령","761","548","20260606",""
"20260603","5호선","방화","4733","4643","20260606",""
"20260603","3호선","경찰병원","3851","3915","20260606",""
"20260603","3호선","오금","3335","3165","20260606",""
"20260603","4호선","불암산","7384","6937","20260606",""
"20260603","4호선","상계","14211","13134","20260606",""
"20260603","4호선","노원","16702","18406","20260606",""
"20260603","4호선","창동","20359","20984","20260606",""
"20260603","4호선","쌍문","20034","18520","20260606",""
"20260603","4호선","수유(강북구청)","25630","24858","20260606",""
"20260603","4호선","미아(서울사이버대학)","11601","10890","20260606",""
"20260603","4호선","미아사거리","19772","19162","20260606",""
"20260603","4호선","길음","13538","13202","20260606",""
"20260603","4호선","성신여대입구(돈암)","17654","17047","20260606",""
"20260603","4호선","한성대입구(삼선교)","11124","10974","20260606",""
"20260603","4호선","혜화","28460","29742","20260606",""
"20260603","4호선","동대문","19540","19876","20260606",""
"20260603","4호선","동대문역사문화공원(DDP)","18186","15970","20260606",""
"20260603","4호선","충무로","16860","17628","20260606",""
"20260603","4호선","명동","30314","32438","20260606",""
"20260603","4호선","회현(남대문시장)","24872","26616","20260606",""
"20260603","4호선","서울역","6207","12579","20260606",""
"20260603","4호선","숙대입구(갈월)","9764","9602","20260606",""
"20260603","4호선","삼각지(전쟁기념관)","4679","6190","20260606",""
"20260603","4호선","신용산","16145","17589","20260606",""
"20260603","4호선","동작(현충원)","2359","2602","20260606",""
"20260603","1호선","동묘앞","11239","12205","20260606",""
"20260603","2호선","시청","10692","9124","20260606",""
"20260603","2호선","을지로입구","31000","30635","20260606",""
"20260603","2호선","을지로3가","12905","12780","20260606",""
"20260603","2호선","을지로4가","9093","8945","20260606",""
"20260603","2호선","동대문역사문화공원(DDP)","14417","16414","20260606",""
"20260603","2호선","신당","11649","12250","20260606",""
"20260603","2호선","상왕십리","9367","9121","20260606",""
"20260603","2호선","왕십리(성동구청)","11584","10742","20260606",""
"20260603","2호선","한양대","4751","5438","20260606",""
"20260603","2호선","뚝섬","15376","15276","20260606",""
"20260603","2호선","성수","41560","44304","20260606",""
"20260603","2호선","건대입구","31739","32763","20260606",""
"20260603","2호선","구의(광진구청)","18987","18674","20260606",""
"20260603","2호선","강변(동서울터미널)","18354","17181","20260606",""
"20260603","2호선","잠실나루","7709","7834","20260606",""
"20260603","2호선","잠실(송파구청)","63459","60551","20260606",""
"20260603","2호선","잠실새내","16562","17234","20260606",""
"20260603","2호선","종합운동장","18531","19058","20260606",""
"20260603","2호선","삼성(무역센터)","23378","20485","20260606",""
"20260603","2호선","선릉","20599","18297","20260606",""
"20260603","2호선","역삼","14011","15440","20260606",""
"20260603","2호선","강남","43480","41976","20260606",""
"20260603","2호선","교대(법원.검찰청)","12540","14679","20260606",""
"20260603","2호선","서초","8497","7760","20260606",""
"20260603","2호선","방배","8515","8725","20260606",""
"20260603","2호선","사당","30726","32391","20260606",""
"20260603","2호선","낙성대(강감찬)","20172","19360","20260606",""
"20260603","2호선","서울대입구(관악구청)","31962","31599","20260606",""
"20260603","2호선","봉천","16940","15772","20260606",""
"20260603","2호선","신림","41081","39722","20260606",""
"20260603","2호선","신대방","18069","17019","20260606",""
"20260603","2호선","구로디지털단지","31650","30457","20260606",""
"20260603","2호선","대림(구로구청)","17284","17836","20260606",""
"20260603","2호선","신도림","30432","29691","20260606",""
"20260603","2호선","문래","11925","12340","20260606",""
"20260603","2호선","영등포구청","10930","11281","20260606",""
"20260603","2호선","당산","11357","11993","20260606",""
"20260603","2호선","합정","24125","25846","20260606",""
"20260603","2호선","홍대입구","68773","72176","20260606",""
"20260603","2호선","신촌","27223","27163","20260606",""
"20260603","2호선","이대","11090","12085","20260606",""
"20260603","2호선","아현","7574","7043","20260606",""
"20260603","2호선","충정로(경기대입구)","4519","4660","20260606",""
"20260603","2호선","용답","2213","2131","20260606",""
"20260603","2호선","신답","998","1070","20260606",""
"20260603","2호선","신설동","2683","2558","20260606",""
"20260603","2호선","도림천","695","651","20260606",""
"20260603","2호선","양천구청","3930","3952","20260606",""
"20260603","2호선","신정네거리","6194","6271","20260606",""
"20260603","2호선","용두(동대문구청)","1501","1478","20260606",""
"20260603","3호선","지축","4935","4759","20260606",""
"20260603","3호선","구파발","16673","16812","20260606",""
"20260603","3호선","연신내","27379","26008","20260606",""
"20260603","3호선","불광","12177","13490","20260606",""
"20260603","3호선","녹번","9299","8406","20260606",""
"20260603","3호선","홍제","12928","11864","20260606",""
"20260603","3호선","무악재","2836","2899","20260606",""
"20260603","3호선","독립문","5897","6712","20260606",""
"20260603","3호선","경복궁(정부서울청사)","20245","21791","20260606",""
"20260603","3호선","안국","19364","21201","20260606",""
"20260603","3호선","을지로3가","7391","6399","20260606",""
"20260603","3호선","충무로","3","0","20260606",""
"20260603","3호선","동대입구","7084","8289","20260606",""
"20260603","3호선","약수","8907","8538","20260606",""
"20260603","3호선","금호","5469","5032","20260606",""
"20260603","3호선","옥수","7204","7315","20260606",""
"20260603","3호선","압구정","19031","20119","20260606",""
"20260603","3호선","신사","13902","14707","20260606",""
"20260603","3호선","잠원","4679","4395","20260606",""
"20260603","3호선","고속터미널","44867","41115","20260606",""
"20260603","3호선","교대(법원.검찰청)","7326","3653","20260606",""
"20260603","3호선","남부터미널(예술의전당)","17576","17745","20260606",""
"20260603","3호선","양재(서초구청)","15345","16633","20260606",""
"20260603","3호선","매봉","6024","5987","20260606",""
"20260603","3호선","도곡","3303","3121","20260606",""
"20260603","3호선","대치","7818","7078","20260606",""
"20260603","3호선","학여울","1225","1431","20260606",""
"20260603","3호선","대청","5739","5547","20260606",""
"20260603","3호선","일원","4955","4949","20260606",""
"20260603","3호선","수서","11652","11602","20260606",""
"20260603","3호선","가락시장","5365","5399","20260606",""
"20260603","3호선","종로3가","8242","9792","20260606",""
"20260603","5호선","미사","13181","13309","20260606",""
"20260603","5호선","하남풍산","3058","3051","20260606",""
"20260603","5호선","하남시청(덕풍·신장)","6301","5911","20260606",""
"20260603","5호선","하남검단산","6079","5923","20260606",""
"20260603","6호선","응암","12134","11862","20260606",""
"20260603","6호선","불광","4151","3608","20260606",""
"20260603","6호선","독바위","1835","2062","20260606",""
"20260603","6호선","연신내","2","0","20260606",""
"20260603","6호선","구산","5363","4367","20260606",""
"20260603","6호선","새절(신사)","8183","7691","20260606",""
"20260603","6호선","증산(명지대앞)","6491","6372","20260606",""
"20260603","6호선","디지털미디어시티","7495","7812","20260606",""
"20260603","6호선","월드컵경기장(성산)","4275","4383","20260606",""
"20260603","6호선","마포구청","8895","8105","20260606",""
"20260603","6호선","망원","14130","15773","20260606",""
"20260603","6호선","합정","11116","10623","20260606",""
"20260603","6호선","상수","8729","9399","20260606",""
"20260603","6호선","광흥창(서강)","5489","4926","20260606",""
"20260603","6호선","대흥(서강대앞)","6201","6528","20260606",""
"20260603","6호선","공덕","9839","9399","20260606",""
"20260603","6호선","효창공원앞","4907","4459","20260606",""
"20260603","6호선","삼각지(전쟁기념관)","5614","4631","20260606",""
"20260603","6호선","녹사평(용산구청)","4706","4902","20260606",""
"20260603","6호선","이태원","10214","9432","20260606",""
"20260603","6호선","한강진","7802","9590","20260606",""
"20260603","6호선","버티고개","1423","1555","20260606",""
"20260603","6호선","약수","2566","2489","20260606",""
"20260603","6호선","청구","2632","2421","20260606",""
"20260603","6호선","신당","7358","6993","20260606",""
"20260603","6호선","동묘앞","11207","11783","20260606",""
"20260603","6호선","창신","2040","1917","20260606",""
"20260603","6호선","보문","5288","4913","20260606",""
"20260603","6호선","안암(고대병원앞)","6897","7205","20260606",""
"20260603","6호선","고려대(종암)","5235","5063","20260606",""
"20260603","6호선","월곡(동덕여대)","7061","6758","20260606",""
"20260603","6호선","상월곡(한국과학기술연구원)","4333","3995","20260606",""
"20260603","6호선","돌곶이","7906","7457","20260606",""
"20260603","6호선","석계","8180","8416","20260606",""
"20260603","6호선","태릉입구","4461","4908","20260606",""
"20260603","6호선","화랑대(서울여대입구)","6506","5543","20260606",""
"20260603","6호선","봉화산(서울의료원)","4690","4648","20260606",""
"20260603","6호선","신내","1","0","20260606",""
"20260603","7호선","장암","2020","1418","20260606",""
"20260603","7호선","도봉산","5912","8091","20260606",""
"20260603","7호선","수락산","9617","9413","20260606",""
"20260603","7호선","마들","8428","7896","20260606",""
"20260603","7호선","노원","15405","16055","20260606",""
"20260603","7호선","중계","9309","8900","20260606",""
"20260603","7호선","하계","11592","10703","20260606",""
"20260603","7호선","공릉(서울과학기술대)","8659","8724","20260606",""
"20260603","7호선","태릉입구","6743","6401","20260606",""
"20260603","7호선","먹골","7567","7318","20260606",""
"20260603","7호선","중화","7762","7308","20260606",""
"20260603","7호선","상봉","13244","12851","20260606",""
"20260603","7호선","면목","10042","9802","20260606",""
"20260603","7호선","사가정","11210","10952","20260606",""
"20260603","7호선","용마산(용마폭포공원)","4037","4422","20260606",""
"20260603","7호선","중곡","6695","6441","20260606",""
"20260603","7호선","군자(능동)","11327","8852","20260606",""
"20260603","7호선","어린이대공원(세종대)","10417","10508","20260606",""
"20260603","7호선","건대입구","10734","10653","20260606",""
"20260603","7호선","자양(뚝섬한강공원)","10280","9509","20260606",""
"20260603","7호선","청담","8671","9155","20260606",""
"20260603","7호선","강남구청","7541","8540","20260606",""
"20260603","7호선","학동","7878","8066","20260606",""
"20260603","7호선","논현","9169","9771","20260606",""
"20260603","7호선","반포","4939","4678","20260606",""
"20260603","7호선","고속터미널","10201","8942","20260606",""
"20260603","7호선","내방","7927","7971","20260606",""
"20260603","7호선","이수","12117","11597","20260606",""
"20260603","7호선","남성","7456","7273","20260606",""
"20260603","7호선","숭실대입구(살피재)","7848","7825","20260606",""
"20260603","7호선","상도","7538","7424","20260606",""
"20260603","7호선","장승배기","6064","5879","20260606",""
"20260603","7호선","신대방삼거리","10092","9758","20260606",""
"20260603","7호선","보라매","4123","4240","20260606",""
"20260603","7호선","신풍","7457","6991","20260606",""
"20260603","7호선","대림(구로구청)","8053","7833","20260606",""
"20260603","7호선","남구로","7630","7875","20260606",""
"20260603","7호선","가산디지털단지","12945","12193","20260606",""
"20260603","7호선","철산","13764","13930","20260606",""
"20260603","7호선","광명사거리","16375","16347","20260606",""
"20260603","7호선","천왕","6834","6600","20260606",""
"20260603","7호선","온수(성공회대입구)","5010","4907","20260606",""
"20260603","8호선","암사역사공원","4237","3906","20260606",""
"20260603","8호선","암사","10693","10045","20260606",""
"20260603","8호선","천호(풍납토성)","13674","15383","20260606",""
"20260603","8호선","강동구청","6127","6129","20260606",""
"20260603","8호선","몽촌토성(평화의문)","5946","5948","20260606",""
"20260603","8호선","잠실(송파구청)","17895","20133","20260606",""
"20260603","8호선","석촌","6825","7980","20260606",""
"20260603","8호선","송파","6230","6070","20260606",""
"20260603","8호선","가락시장","4659","5660","20260606",""
"20260603","8호선","문정","7451","7793","20260606",""
"20260603","8호선","장지","11374","10802","20260606",""
"20260603","8호선","복정","4642","4314","20260606",""
"20260603","8호선","산성","4208","4487","20260606",""
"20260603","8호선","남한산성입구(성남법원.검찰청)","7772","6927","20260606",""
"20260603","8호선","단대오거리","7747","7373","20260606",""
"20260603","8호선","신흥","4217","4280","20260606",""
"20260603","8호선","수진","4515","4179","20260606",""
"20260603","8호선","모란","3850","3143","20260606",""
"20260603","8호선","남위례","4763","4671","20260606",""
"20260603","9호선","개화","1485","1199","20260606",""
"20260603","9호선","김포공항","4905","9399","20260606",""
"20260603","9호선","공항시장","1896","2034","20260606",""
"20260603","9호선","신방화","4397","4279","20260606",""
"20260603","9호선","마곡나루(서울식물원)","8425","8269","20260606",""
"20260603","9호선","양천향교","5711","5876","20260606",""
"20260603","9호선","가양","12513","12286","20260606",""
"20260603","9호선","증미","3462","3219","20260606",""
"20260603","9호선","등촌","7665","7445","20260606",""
"20260603","9호선","염창","10887","10414","20260606",""
"20260603","9호선","신목동","2521","2340","20260606",""
"20260603","9호선","선유도","4415","4118","20260606",""
"20260603","9호선","당산","11490","11113","20260606",""
"20260603","9호선","국회의사당","4483","4563","20260606",""
"20260603","9호선","여의도","11094","10678","20260606",""
"20260603","9호선","샛강","3124","2920","20260606",""
"20260603","9호선","노량진","19583","20108","20260606",""
"20260603","9호선","노들","3245","2690","20260606",""
"20260603","9호선","흑석(중앙대입구)","5292","5280","20260606",""
"20260603","9호선","동작(현충원)","2886","2873","20260606",""
"20260603","9호선","구반포","2261","1908","20260606",""
"20260603","9호선","신반포","3170","3072","20260606",""
"20260603","9호선","고속터미널","13018","17961","20260606",""
"20260603","9호선","사평","2573","2385","20260606",""
"20260603","9호선","신논현","18917","19242","20260606",""
"20260603","9호선2~3단계","언주","4343","4394","20260606",""
"20260603","9호선2~3단계","선정릉","4004","4399","20260606",""
"20260603","9호선2~3단계","삼성중앙","3027","3063","20260606",""
"20260603","9호선2~3단계","봉은사","11347","12144","20260606",""
"20260603","9호선2~3단계","종합운동장","3139","3465","20260606",""
"20260603","9호선2~3단계","삼전","5429","5217","20260606",""
"20260603","9호선2~3단계","석촌고분","4648","4615","20260606",""
"20260603","9호선2~3단계","석촌","7031","6251","20260606",""
"20260603","9호선2~3단계","송파나루","4067","4591","20260606",""
"20260603","9호선2~3단계","한성백제","2389","2112","20260606",""
"20260603","9호선2~3단계","올림픽공원(한국체대)","4883","5350","20260606",""
"20260603","9호선2~3단계","둔촌오륜","2365","2492","20260606",""
"20260603","9호선2~3단계","중앙보훈병원","5684","5414","20260606",""
"20260603","경강선","판교","3757","3362","20260606",""
"20260603","경강선","이매","744","588","20260606",""
"20260603","경강선","삼동","1361","1262","20260606",""
"20260603","경강선","경기광주","4821","4676","20260606",""
"20260603","경강선","초월","2155","2101","20260606",""
"20260603","경강선","곤지암","1538","1740","20260606",""
"20260603","경강선","신둔도예촌","1012","1000","20260606",""
"20260603","경강선","이천","2245","2416","20260606",""
"20260603","경강선","부발","1786","1978","20260606",""
"20260603","경강선","세종대왕릉","345","349","20260606",""
"20260603","경강선","여주","2695","2855","20260606",""
"20260603","경강선","성남","794","721","20260606",""
"20260603","경부선","서울역","7520","2089","20260606",""
"20260603","경부선","남영","5453","5844","20260606",""
"20260603","경부선","용산","43634","44226","20260606",""
"20260603","경부선","노량진","8396","7438","20260606",""
"20260603","경부선","대방","5426","6003","20260606",""
"20260603","경부선","영등포","36784","37274","20260606",""
"20260603","경부선","신도림","2452","2766","20260606",""
"20260603","경부선","신길","5194","4628","20260606",""
"20260603","경부선","구로","11224","11428","20260606",""
"20260603","경부선","가산디지털단지","5199","6905","20260606",""
"20260603","경부선","금천구청","6805","6829","20260606",""
"20260603","경부선","석수","5431","5214","20260606",""
"20260603","경부선","관악","5086","4944","20260606",""
"20260603","경부선","안양","16175","16044","20260606",""
"20260603","경부선","명학","3854","3781","20260606",""
"20260603","경부선","금정","18006","18114","20260606",""
"20260603","경부선","군포","3472","3368","20260606",""
"20260603","경부선","의왕","5252","5179","20260606",""
"20260603","경부선","성균관대","9880","9908","20260606",""
"20260603","경부선","화서","9850","9624","20260606",""
"20260603","경부선","수원","36596","37956","20260606",""
"20260603","경부선","독산","8118","7866","20260606",""
"20260603","경부선","세류","2491","2398","20260606",""
"20260603","경부선","병점","11268","11471","20260606",""
"20260603","경부선","세마","2736","2509","20260606",""
"20260603","경부선","오산대","3319","3186","20260606",""
"20260603","경부선","오산","8843","8981","20260606",""
"20260603","경부선","진위","1105","1109","20260606",""
"20260603","경부선","송탄","3963","4036","20260606",""
"20260603","경부선","서정리","6808","7101","20260606",""
"20260603","경부선","평택지제","3782","3625","20260606",""
"20260603","경부선","평택","12177","11881","20260606",""
"20260603","경부선","성환","3199","3282","20260606",""
"20260603","경부선","직산","736","750","20260606",""
"20260603","경부선","두정","6018","6220","20260606",""
"20260603","경부선","천안","6022","6076","20260606",""
"20260603","경부선","당정","3791","3577","20260606",""
"20260603","경부선","서동탄","852","858","20260606",""
"20260603","경부선","광명","2113","1783","20260606",""
"20260603","경원선","이촌(국립중앙박물관)","2863","2323","20260606",""
"20260603","경원선","서빙고","1509","1519","20260606",""
"20260603","경원선","한남","2134","2134","20260606",""
"20260603","경원선","옥수","46","45","20260606",""
"20260603","경원선","응봉","1486","1319","20260606",""
"20260603","경원선","왕십리(성동구청)","13021","13532","20260606",""
"20260603","경원선","청량리(서울시립대입구)","16310","16490","20260606",""
"20260603","경원선","외대앞","8445","7804","20260606",""
"20260603","경원선","신이문","6035","5580","20260606",""
"20260603","경원선","석계","5822","6063","20260606",""
"20260603","경원선","광운대","5591","5437","20260606",""
"20260603","경원선","월계","4612","4335","20260606",""
"20260603","경원선","녹천","2997","2596","20260606",""
"20260603","경원선","창동","5","0","20260606",""
"20260603","경원선","방학","7550","7323","20260606",""
"20260603","경원선","도봉","4205","4067","20260606",""
"20260603","경원선","도봉산","8125","5746","20260606",""
"20260603","경원선","망월사","5955","6135","20260606",""
"20260603","경원선","회룡","9795","9822","20260606",""
"20260603","경원선","의정부","16199","16203","20260606",""
"20260603","경원선","가능","4808","4525","20260606",""
"20260603","경원선","녹양","3100","2943","20260606",""
"20260603","경원선","양주","5301","5294","20260606",""
"20260603","경원선","덕계","4801","4421","20260606",""
"20260603","경원선","덕정","4159","4015","20260606",""
"20260603","경원선","지행","5417","5457","20260606",""
"20260603","경원선","동두천중앙","2273","2271","20260606",""
"20260603","경원선","보산","1254","1296","20260606",""
"20260603","경원선","동두천","1252","1291","20260606",""
"20260603","경원선","소요산","2410","2441","20260606",""
"20260603","경원선","청산","143","124","20260606",""
"20260603","경원선","전곡","1359","1202","20260606",""
"20260603","경원선","연천","1475","1446","20260606",""
"20260603","경의선","서울역","1133","1154","20260606",""
"20260603","경의선","신촌","318","313","20260606",""
"20260603","경의선","효창공원앞","1870","2177","20260606",""
"20260603","경의선","공덕","2815","2075","20260606",""
"20260603","경의선","서강대","1605","1563","20260606",""
"20260603","경의선","홍대입구","2353","2638","20260606",""
"20260603","경의선","가좌","3887","3705","20260606",""
"20260603","경의선","디지털미디어시티","1845","1755","20260606",""
"20260603","경의선","수색","1588","1743","20260606",""
"20260603","경의선","한국항공대","1673","1652","20260606",""
"20260603","경의선","강매","1830","1647","20260606",""
"20260603","경의선","행신","4648","4600","20260606",""
"20260603","경의선","능곡","3128","3026","20260606",""
"20260603","경의선","곡산","383","416","20260606",""
"20260603","경의선","백마","4471","4266","20260606",""
"20260603","경의선","풍산","4627","4626","20260606",""
"20260603","경의선","일산","7866","7623","20260606",""
"20260603","경의선","탄현","4890","4731","20260606",""
"20260603","경의선","야당","5735","5666","20260606",""
"20260603","경의선","운정","6155","5897","20260606",""
"20260603","경의선","금릉","3735","3602","20260606",""
"20260603","경의선","금촌","4891","4892","20260606",""
"20260603","경의선","월롱","1003","1185","20260606",""
"20260603","경의선","파주","850","746","20260606",""
"20260603","경의선","문산","4546","4482","20260606",""
"20260603","경의선","임진강","41","74","20260606",""
"20260603","경의선","운천","4","3","20260606",""
"20260603","경인선","개봉","15596","15377","20260606",""
"20260603","경인선","오류동","8353","7820","20260606",""
"20260603","경인선","역곡","17594","17449","20260606",""
"20260603","경인선","부천","26031","26103","20260606",""
"20260603","경인선","송내","15063","14804","20260606",""
"20260603","경인선","부평","25319","26297","20260606",""
"20260603","경인선","백운","4907","4888","20260606",""
"20260603","경인선","동암","11390","11320","20260606",""
"20260603","경인선","주안","13562","11940","20260606",""
"20260603","경인선","제물포","6540","6559","20260606",""
"20260603","경인선","동인천","10550","10345","20260606",""
"20260603","경인선","인천","4645","3957","20260606",""
"20260603","경인선","구일","4139","4146","20260606",""
"20260603","경인선","소사","5419","5189","20260606",""
"20260603","경인선","부개","6038","5639","20260606",""
"20260603","경인선","간석","4208","3976","20260606",""
"20260603","경인선","도원","1928","1954","20260606",""
"20260603","경인선","온수(성공회대입구)","4365","4085","20260606",""
"20260603","경인선","중동","6479","6063","20260606",""
"20260603","경인선","도화","2943","2776","20260606",""
"20260603","경춘선","신내","1809","1637","20260606",""
"20260603","경춘선","갈매","1675","1545","20260606",""
"20260603","경춘선","별내","2065","1676","20260606",""
"20260603","경춘선","퇴계원","2425","2291","20260606",""
"20260603","경춘선","사릉","1518","1521","20260606",""
"20260603","경춘선","금곡","1245","1130","20260606",""
"20260603","경춘선","평내호평","4710","4625","20260606",""
"20260603","경춘선","천마산","1357","1344","20260606",""
"20260603","경춘선","마석","3675","3788","20260606",""
"20260603","경춘선","대성리","603","541","20260606",""
"20260603","경춘선","청평","1718","1743","20260606",""
"20260603","경춘선","상천","376","352","20260606",""
"20260603","경춘선","가평","2271","2177","20260606",""
"20260603","경춘선","굴봉산","205","182","20260606",""
"20260603","경춘선","백양리","127","133","20260606",""
"20260603","경춘선","강촌","628","648","20260606",""
"20260603","경춘선","김유정","635","700","20260606",""
"20260603","경춘선","남춘천","2956","3135","20260606",""
"20260603","경춘선","춘천","2081","1715","20260606",""
"20260603","공항철도 1호선","서울역","9350","8826","20260606",""
"20260603","공항철도 1호선","공덕","1922","2545","20260606",""
"20260603","공항철도 1호선","홍대입구","16024","14206","20260606",""
"20260603","공항철도 1호선","디지털미디어시티","5468","5538","20260606",""
"20260603","공항철도 1호선","마곡나루(서울식물원)","5283","5519","20260606",""
"20260603","공항철도 1호선","김포공항","7008","3546","20260606",""
"20260603","공항철도 1호선","계양","5893","5751","20260606",""
"20260603","공항철도 1호선","검암","3556","3650","20260606",""
"20260603","공항철도 1호선","청라국제도시","4481","4466","20260606",""
"20260603","공항철도 1호선","운서","8513","9094","20260606",""
"20260603","공항철도 1호선","공항화물청사","1134","1206","20260606",""
"20260603","공항철도 1호선","인천공항1터미널","11367","11526","20260606",""
"20260603","공항철도 1호선","인천공항2터미널","9801","8531","20260606",""
"20260603","공항철도 1호선","영종","3691","3719","20260606",""
"20260603","과천선","선바위","4468","4146","20260606",""
"20260603","과천선","경마공원","1041","1043","20260606",""
"20260603","과천선","대공원","8117","8424","20260606",""
"20260603","과천선","과천","3921","3509","20260606",""
"20260603","과천선","정부과천청사","6593","6630","20260606",""
"20260603","과천선","인덕원","15027","15258","20260606",""
"20260603","과천선","평촌","8172","7785","20260606",""
"20260603","과천선","범계","19887","19260","20260606",""
"20260603","분당선","선릉","4005","5880","20260606",""
"20260603","분당선","한티","10168","10078","20260606",""
"20260603","분당선","도곡","4204","4224","20260606",""
"20260603","분당선","구룡","1878","1889","20260606",""
"20260603","분당선","개포동","2446","2306","20260606",""
"20260603","분당선","대모산입구","3153","3069","20260606",""
"20260603","분당선","수서","10757","11261","20260606",""
"20260603","분당선","복정","1","0","20260606",""
"20260603","분당선","수원","6542","6051","20260606",""
"20260603","분당선","서울숲","10649","11155","20260606",""
"20260603","분당선","압구정로데오","13138","13867","20260606",""
"20260603","분당선","강남구청","4135","4819","20260606",""
"20260603","분당선","선정릉","2519","2427","20260606",""
"20260603","분당선","가천대","5946","6151","20260606",""
"20260603","분당선","태평","9522","8997","20260606",""
"20260603","분당선","모란","13458","14235","20260606",""
"20260603","분당선","야탑","15939","16471","20260606",""
"20260603","분당선","서현","15660","15779","20260606",""
"20260603","분당선","수내","6996","6652","20260606",""
"20260603","분당선","정자","9415","9685","20260606",""
"20260603","분당선","미금","9522","9701","20260606",""
"20260603","분당선","오리","6521","5665","20260606",""
"20260603","분당선","이매","3685","3567","20260606",""
"20260603","분당선","보정","1406","1333","20260606",""
"20260603","분당선","죽전","9206","10298","20260606",""
"20260603","분당선","구성","4559","4700","20260606",""
"20260603","분당선","신갈","2544","2554","20260606",""
"20260603","분당선","기흥","6268","5809","20260606",""
"20260603","분당선","상갈","3385","3350","20260606",""
"20260603","분당선","청명","2694","2689","20260606",""
"20260603","분당선","영통","5932","5782","20260606",""
"20260603","분당선","매탄권선","3131","3076","20260606",""
"20260603","분당선","수원시청","9166","9366","20260606",""
"20260603","분당선","매교","3113","3067","20260606",""
"20260603","서해선","김포공항","2642","4000","20260606",""
"20260603","서해선","원종","4156","3941","20260606",""
"20260603","서해선","부천종합운동장","1818","1613","20260606",""
"20260603","수인선","고색","2865","3068","20260606",""
"20260603","수인선","오목천","2377","2081","20260606",""
"20260603","수인선","어천","1025","1050","20260606",""
