자치구,대여소명,기준년월,대여건수,반납건수
용산구,839. 보광동 삼성리버빌아파트 앞,202602,222,224
용산구,840. 용산 파크타워 앞,202602,268,272
용산구,841. 신용산역 1번 출구,202602,689,743
용산구,843. 이태원관광특구 입구(용산구청방향),202602,277,138
용산구,844. 이촌2동 동원베네스트 아파트 앞,202602,553,633
용산구,845. 용산 선인상가,202602,325,378
용산구,846. 용산중학교,202602,512,450
용산구,848. 삼각지12번 출구,202602,343,362
용산구,849. 삼각지 자이아파트,202602,567,570
용산구,850.KCC용산웰츠(WELLTZ)타워,202602,187,206
용산구,851.효창 푸르지오 앞,202602,276,79
용산구,852. 청암자이아파트 앞,202602,528,368
용산구,853.용산역 맞은편,202602,1554,1597
용산구,854.HID 유족동지회 앞,202602,66,36
용산구,855.이촌역5번출구 앞,202602,69,66
용산구,857. 현대 안성타워,202602,133,45
용산구,858.녹사평역3번 출구,202602,253,124
용산구,859.남산공원 야외식물원 앞,202602,93,26
용산구,860.LG한강 자이아파트 앞,202602,518,491
용산구,863.이촌역2번 출구,202602,364,320
용산구,864.순천향대학병원(한남오거리),202602,313,329
용산구,866.브라운스톤 남산아파트,202602,444,249
용산구,867.서빙고역 광장(1번출구),202602,177,195
용산구,869.노들섬 동측 앞,202602,233,223
용산구,870.노들섬 서측 앞,202602,544,537
은평구,4652. 신사두산위브2차아파트 앞,202602,573,429
은평구,4653. 불광역 9번 출구 맞은편,202602,391,390
은평구,4657. 본 서부병원 교차로 사거리,202602,696,702
은평구,4658. 녹번역1번출구앞,202602,188,159
은평구,4659. 신진과학기술고등학교 버스정류장(응암시장 방면),202602,475,543
은평구,"4663. 불광역3,6호선 버스정류장(동명여고 방면)",202602,364,369
은평구,4665. 응암역3번 출구(서부경찰서 방면),202602,175,188
은평구,4667. 폭포동입구 교차로,202602,145,113
은평구,4668. 기자촌사거리 B,202602,116,43
은평구,4671. 청구성심병원 앞,202602,375,389
은평구,4672. 준빌딩 앞,202602,91,88
은평구,4674. 녹번역e편한세상 캐슬 정문 앞,202602,454,384
은평구,4676. 갈현1동 주민센터,202602,162,158
은평구,4677. 백련산 SK뷰 아이파크 해모로 아파트 앞,202602,603,604
은평구,4678. 백련산로 녹번센트레빌 ,202602,324,277
은평구,4681.박석고개(은평소방서) 앞,202602,73,48
은평구,4683. 은평 성모병원 사거리,202602,268,223
은평구,4684. 응암2동주민센터 버스정류장(영락중학교 방면),202602,310,58
은평구,4685. DMC역 5번 출구(수색역 방향),202602,855,843
은평구,4686. 우물골 근린공원,202602,256,246
은평구,4687. 역촌센트레빌아파트 101동 앞,202602,275,79
은평구,4689. 은평서해그랑블아파트앞,202602,451,286
은평구,4690.은평뉴타운폭포동 힐스테이트4단지,202602,44,44
은평구,4693. 수색감리교회,202602,786,790
은평구,900. 은평예술회관,202602,333,351
은평구,902. 진관동 은빛초등학교,202602,246,244
은평구,903. 은평뉴타운 아이파크,202602,365,366
은평구,904. 은평뉴타운 푸르지오,202602,338,372
은평구,905. 구파발역 2번출구,202602,942,1206
은평구,906. 연신내역 5번출구,202602,1252,1407
은평구,907. CJ 드림시티,202602,1505,1932
은평구,908. 구산역 4번출구,202602,537,557
은평구,909. 백련산 힐스테이트 3차,202602,346,107
은평구,911. 은평평화공원(역촌역4번출구),202602,868,873
은평구,912. 응암오거리,202602,1028,1196
은평구,913. 이마트 버스정류장(서부경찰서 방면),202602,950,945
은평구,914. 새절역 2번출구,202602,994,1204
은평구,915. 증산역 4번출구,202602,657,769
은평구,916. 평생학습관 앞,202602,563,598
은평구,917. 녹번역 3번출구,202602,709,714
은평구,919. 서울혁신파크,202602,210,207
은평구,921. 신도고등학교,202602,79,35
은평구,922. 연신내역 4번출구,202602,238,238
은평구,923. 국민은행 연서지점,202602,269,265
은평구,925. 불광역 2번출구,202602,405,400
은평구,927. 연신내역 3번출구 인근,202602,217,228
은평구,928. 은평역사한옥박물관,202602,144,71
은평구,930. 구 서부경찰서 건너편,202602,403,398
은평구,931. 역촌파출소,202602,1794,1931
은평구,932. 예일여중,202602,596,595
은평구,933. 역촌종합시장 버스정류장(예일여고 방면),202602,858,960
은평구,937. 상림마을 롯데캐슬2단지 옆,202602,43,49
은평구,938. 금암 문화공원,202602,67,76
은평구,939. 은평구청 교차로,202602,401,418
은평구,941. 은평뉴타운 도서관,202602,267,91
은평구,942. 상림마을 생태공원,202602,197,173
은평구,943. 은평구청 보건소,202602,859,903
은평구,945. 기자촌 사거리 A,202602,45,24
은평구,946. 독바위역 ,202602,226,225
은평구,947. 연신내 선일하이츠빌 정류소,202602,93,93
은평구,948. 디지털미디어 시티역 4번출구(DMC역),202602,499,481
은평구,949. 연신내역 1번 출구 ,202602,571,780
은평구,950. 구산역 2번 출구 예일여고 버스정류장,202602,352,463
은평구,952. 서울연신중학교,202602,329,208
은평구,953. 서울연신초등학교,202602,195,163
은평구,954. 은평뉴타운구파발9단지,202602,351,357
은평구,956. 응암시장교차로,202602,1028,1283
은평구,958. 본 서부병원 버스정류장(은평 세무서 방면),202602,527,580
은평구,959. 구파발10단지 인근,202602,185,176
은평구,960. 구파발역 환승센터,202602,429,536
은평구,962. 은평뉴타운엘크루 앞,202602,443,479
은평구,963. 불광롯데캐슬아파트 앞,202602,245,235
은평구,964. 북한산힐스테이트 7차아파트,202602,206,156
은평구,965. 서울특별시 은평병원,202602,254,58
은평구,966. 서울혁신파크1,202602,69,61
은평구,967. 서울혁신파크2,202602,137,137
은평구,968. 은평뉴타운 상림마을 13단지,202602,86,72
은평구,969. 은평 지웰테라스,202602,35,35
은평구,971. 역촌 센트레빌 아파트,202602,405,71
은평구,973.제각말푸르지오 5-1단지 아파트,202602,75,48
은평구,974.연신초등학교옆 마을마당,202602,102,61
은평구,975.백련산 힐스테이트상가앞,202602,269,43
은평구,976.진관고등학교앞,202602,211,180
은평구,977.신도중학교앞,202602,117,23
은평구,978.녹번 힐스테이트상가앞,202602,200,129
은평구,979.원풍빌라앞,202602,371,273
은평구,982. 녹번초등학교(서오릉로),202602,388,386
은평구,984.상신초등학교앞 버스정류장,202602,448,454
은평구,985. 은평세무서 버스정류장(은평구청 방면),202602,657,684
은평구,989. 신응교(가좌로) 앞,202602,557,795
은평구,991.흥국사 정류장,202602,50,57
은평구,992.북한산입구 정류장,202602,55,45
은평구,993.은평뉴타운 은뜨락아파트앞,202602,233,98
은평구,994.북한산생태공원입구(교통섬),202602,89,91
은평구,995.은평다목적체육관,202602,232,215
은평구,996.응암역2번출구 국민은행 앞,202602,1812,2422
종로구,301. 경복궁역 7번출구 앞,202602,424,250
종로구,302. 경복궁역 6번출구 뒤,202602,1228,1158
종로구,303. 광화문역 1번출구 앞,202602,1401,1433
종로구,305. 종로구청 옆,202602,1246,1224
종로구,307. 서울역사박물관 앞,202602,496,478
종로구,308. 광화문 S타워 앞,202602,1339,1345
종로구,309. 광화문역 6번출구 옆 B,202602,274,218
종로구,314. 국립현대미술관,202602,668,657
종로구,316. 종각역 1번출구 앞,202602,1090,1059
종로구,326. 안국역 5번출구 앞,202602,755,598
종로구,327. 낙원상가 옆,202602,622,629
종로구,328. 탑골공원 앞,202602,391,369
종로구,329. 청계2가 사거리 옆,202602,548,575
종로구,334. 종로3가역 2번출구 뒤,202602,708,714
종로구,335. 종로3가역 15번출구 뒤,202602,704,699
종로구,337. 창경궁 입구,202602,327,350
종로구,338. 세운스퀘어 앞,202602,354,340
종로구,339. 종로4가 사거리,202602,709,661
종로구,340. 혜화동 로터리,202602,469,465
종로구,3401.창신두산아파트,202602,62,64
종로구,3402.이화공영주차장,202602,196,196
종로구,3404.서울특별시 중부교육지원청,202602,42,52
종로구,3405.파크팰리스,202602,519,427
종로구,3407.안국동사거리(신),202602,817,821
종로구,3408.종로타워빌딩,202602,602,627
종로구,341. 혜화역 3번출구 뒤,202602,454,503
종로구,3410.종로3가역 8번출구,202602,1374,1444
종로구,3411.종묘,202602,636,660
종로구,3412.세운상가,202602,350,337
종로구,3413.종로플레이스,202602,1419,1475
종로구,3414.종로5가역 4번출구,202602,620,749
종로구,3415.동대문역6번출구,202602,642,807
종로구,3416.동묘앞역 6번출구,202602,961,1016
종로구,3417.창신3동주민센터,202602,353,357
종로구,3418.창신역2번 출구,202602,57,49
종로구,3419.국립어린이과학관,202602,150,148
종로구,342. 대학로 마로니에공원,202602,1057,1051
종로구,3420. 성균관대입구 사거리 B,202602,328,354
종로구,3421.혜화역 1번출구,202602,798,802
종로구,3422.성균관대 정문,202602,645,605
종로구,3425.광화문 풍림스페이스본 1단지앞,202602,409,199
종로구,3426.독립문역 2번출구 뒤,202602,158,111
종로구,3427.인왕산 아이파크 정문,202602,153,107
종로구,3428.서울미술관,202602,73,50
종로구,3429.HW컨벤션센터 앞,202602,77,26
종로구,343. 힐스테이트창경궁 아파트 앞,202602,777,619
종로구,3431.로제우스 레포츠센터,202602,127,39
종로구,3432.종로2가 사거리,202602,613,488
종로구,344. 성균관대 E하우스 앞,202602,298,280
종로구,345. 서울보증보험본사 앞,202602,763,836
종로구,348. 독립문역 사거리,202602,558,423
종로구,349. 어린이도서관,202602,355,345
종로구,351. 청운초교 앞 삼거리,202602,233,233
종로구,352. 중앙고입구 삼거리,202602,187,67
종로구,353. 재동초교 앞 삼거리,202602,440,476
종로구,354. 포르투갈 대사관 앞,202602,679,348
종로구,355. 서울사대부설초등학교 앞,202602,591,610
종로구,356. KT혜화지사 앞,202602,569,556
종로구,358. 성균관대입구 사거리 A,202602,378,401
종로구,359. 원남동사거리,202602,545,602
종로구,361. 동묘앞역 1번출구 뒤,202602,1375,1448
종로구,362. 청계8가사거리 A,202602,1064,1123
종로구,363. 신설동역 11번출구 뒤,202602,920,953
종로구,364. 창신역 1번출구 앞,202602,212,202
종로구,367. 독립문역 3-1번출구 ,202602,690,454
종로구,368. SK 서린빌딩 앞,202602,788,817
종로구,385. 종각역 5번출구,202602,798,878
종로구,388. 동성중학교 앞,202602,161,161
종로구,393. 동대문역 8번 출구,202602,1030,1091
종로구,394. 경희궁 자이 3단지,202602,396,438
종로구,395. 경희궁 자이 2단지,202602,471,470
종로구,397. 종묘공영주차장 건너편,202602,167,164
종로구,446. 상명대입구,202602,174,123
종로구,447. 신영동삼거리,202602,58,49
종로구,449. 일성아파트,202602,86,25
종로구,450. 효자동 삼거리,202602,521,335
종로구,451. 청와대앞길,202602,120,52
종로구,452. 동대문 종합시장 버스정류장,202602,380,379
종로구,453. 종로오가 지하쇼핑센터 14번출구,202602,649,710
종로구,454. 종로2가 버스정류장 (종각방향),202602,572,564
종로구,455. 종로6가역 버스정류장(동대문 방향),202602,774,786
종로구,456. 숭인2동 주민센터 입구,202602,674,757
종로구,457. 종로꽃시장 입구 옆,202602,637,692
종로구,458. 광화문역 5번출구,202602,1134,1139
종로구,461. 서울경찰청,202602,400,379
종로구,464. 삼청동 골목,202602,460,417
종로구,465. 삼청공원 앞,202602,71,37
종로구,4703. 쌍용아파트2단지 정문,202602,253,12
종로구,4705. 웰니스센터(민방위교육장 앞),202602,692,676
종로구,4707. 청계3가 사거리,202602,589,567
종로구,4708. 조계사앞사거리,202602,730,787
종로구,4710. 자교교회 앞,202602,409,406
종로구,4711. 올림픽기념 국민생활관 로터리,202602,507,479
종로구,4713. 현대 뜨레비앙 아파트 앞,202602,662,659
종로구,4715. 돈의문 박물관 마을,202602,271,181
종로구,4718. 광화문역 6번출구 옆 A,202602,495,480
종로구,4719. 종로문화원 건너편,202602,556,518
종로구,4721. 통인시장 정자,202602,714,712
종로구,486. 평창동주민센터 앞,202602,43,20
중구,300. 정동사거리,202602,512,442
중구,3013.서울지방고용노동청 앞,202602,774,809
중구,310. 청계광장 옆,202602,762,730
중구,318. 광교사거리 남측,202602,486,481
중구,320. 을지로입구역 4번출구 앞,202602,762,748
중구,321. KEB 하나금융그룹 명동사옥 옆,202602,613,655
중구,322. 명동성당 앞,202602,429,431
중구,324. 신세계백화점 본점 앞,202602,340,390
중구,331. 을지로2가 사거리 북측,202602,546,585
중구,332. 을지로2가 사거리 남측,202602,437,429
중구,336. 충무로역 6번출구 앞,202602,745,681
중구,346. 맥스타일 앞,202602,434,481
중구,347. 동대문역사문화공원역 9번출구 앞,202602,325,340
중구,370. 시청역(2호선) 9번출구 뒤,202602,890,802
중구,371. 동대입구역 6번출구 뒤,202602,186,215
중구,372. 약수역 3번출구 뒤,202602,260,264
중구,374. 신당동주민센터앞,202602,506,531
중구,379. 서울역9번출구,202602,429,437
중구,380. CJ제일제당 앞,202602,598,677
중구,381. 장충체육관,202602,62,41
중구,382. 약수역 10번출구 앞,202602,177,176
중구,383. 신당역 12번 출구 뒤,202602,1124,1173
중구,384. 중림동삼거리,202602,181,178
중구,387. 훈련원공원주차장 앞,202602,380,404
중구,389. 을지로4가역 1번출구,202602,564,546
중구,390. 충무로역 1번출구,202602,417,389
중구,391. 시립미술관,202602,446,447
중구,398. 을지로3가역 3번출구,202602,929,978
중구,399. 서울역 센트럴 자이아파트,202602,516,279
중구,428. 명보사거리,202602,303,324
중구,429. 송도병원,202602,58,35
중구,430. 장충동먹자골목 앞,202602,348,386
중구,431. 청계천 영도교,202602,1666,1598
중구,433. 을지로입구역 2번출구,202602,944,937
중구,434. 신당 래미안 버스정류장,202602,340,20
중구,435. SK 남산빌딩,202602,215,143
중구,441.염천교사거리,202602,495,484
중구,442.서울역 서부,202602,128,144
중구,443.호암아트홀,202602,139,139
중구,445.대한상공회의소,202602,443,407
중구,466.롯데호텔,202602,214,198
중구,467.한국은행,202602,221,284
중구,468.웨스틴 조선호텔,202602,174,210
중구,469.회현역 1번출구,202602,195,186
중구,470.회현역 7번출구,202602,182,168
중구,471.회현사거리 남측,202602,291,283
중구,472.삼일교(시그니쳐 타워),202602,602,575
중구,473.을지로4가역 9번출구,202602,984,919
중구,474.동대문역사문화공원역 1번출구 뒤편,202602,973,896
중구,475.DDP 패션몰,202602,605,576
중구,4752. 삼성사이버빌리지아파트,202602,240,101
중구,4753. 시청역 10번출구,202602,327,280
중구,476.광희문,202602,342,309
중구,4760. 서울역 7번출구,202602,83,80
중구,4761. 중부경찰서앞사거리 건너편,202602,192,163
중구,4762. 국제빌딩,202602,190,190
중구,4765. 동대문디자인플라자,202602,844,856
중구,4766. 서소문성지역사박물관,202602,272,211
중구,477.앰배서더 호텔 주변,202602,203,55
중구,4772. 중앙일보,202602,67,52
중구,4774. 을지로입구역 8번출구,202602,318,283
중구,4775. 을지로지하쇼핑센터,202602,338,381
중구,4776. 신세계면세점,202602,199,190
중구,4777. 약수동 주민센터,202602,53,46
중구,4781. 브라운스위트레지던스,202602,141,126
중구,4782. 서소문역사공원,202602,38,34
중구,4784. 중부경찰서앞 사거리,202602,233,218
중구,4785. 롯데시티호텔,202602,248,253
중구,479.동대입구역 3번 출구,202602,148,150
중구,4791. 명동역9번 출구,202602,441,446
중구,4792. 퇴계로4가 교차로(중구청),202602,657,663
중구,4793. 동대문역사문화공원역 5번출구,202602,424,412
중구,4794. 서울역 서부교차로(3),202602,672,865
중구,4796. 서울시청,202602,831,809
중구,4797. KG타워 앞,202602,343,391
중구,4798. 황학동롯데캐슬,202602,1130,1152
중구,480.약수역 6번 출구,202602,150,172
중구,4800. 필동 삼거리,202602,338,318
중구,4801. 충정로역 2호선(엘리베이터 앞),202602,209,39
중구,483.남산타운아파트 버스정류장,202602,139,69
중구,485.서울역5번출구,202602,340,421
중구,6053. 중부세무서 앞,202602,127,110
중구,6054.청구e편한세상아파트 113동 앞,202602,658,654
중구,6055. 한국경제,202602,271,276
중구,6057. 을지로5가(방산시장),202602,293,324
중구,6058. 시청역 2번출구,202602,1619,1692
중구,6059. 덕수중학교,202602,353,293
중구,6060. 신한은행 본점,202602,723,716
중구,6061.충무아트센터,202602,646,652
중구,6062.서울역파출소,202602,210,252
중구,6063.NH농협은행(신당역6번출구),202602,359,416
중구,826. 서울역 서부교차로2,202602,514,695
중랑구,1401. 극동늘푸른아파트,202602,620,812
중랑구,1402. 금란주차장 앞,202602,378,344
중랑구,1403. 중화빌딩 앞 (동부시장),202602,467,493
중랑구,1404. 동일로 지하차도,202602,831,824
중랑구,1405. 망우역 1번출구,202602,293,296
중랑구,1407. 먹골역 1번출구 뒤,202602,552,590
중랑구,1408. 먹골역 6번출구 앞,202602,464,586
중랑구,1410. 면목 대원칸타빌아파트,202602,106,35
중랑구,1411. 상봉시장앞 교차로 한성빌딩 앞,202602,634,591
중랑구,1414. 사가정역 2번출구,202602,1133,1207
중랑구,1416. 상봉역 3번출구,202602,917,998
중랑구,1418. 새솔초등학교,202602,70,41
중랑구,1420. 신내어울공원 앞,202602,315,321
중랑구,1421. 신내역 4번출구,202602,263,254
중랑구,1422. 신내우디안아파트 1단지,202602,112,28
중랑구,1424. 양원역 2번출구,202602,130,101
중랑구,1425. 신성미소지움아파트,202602,347,220
중랑구,1426. 면목도시개발아파트 1동 앞,202602,248,76
중랑구,1427. 용마산역 1번출구,202602,158,84
중랑구,1428. 원묵고등학교,202602,598,291
중랑구,1429. 장안중학교,202602,355,379
중랑구,1430. 중랑구청,202602,537,305
중랑구,1431. 중랑구청 사거리,202602,553,380
중랑구,1433. 중화역 2번출구,202602,739,827
중랑구,1435. 능산삼거리,202602,96,65
중랑구,1436. 동원베네스트 건물 앞,202602,222,94
중랑구,1437. 늘푸른공원 앞,202602,412,520
중랑구,1438. 홈플러스 신내점 앞,202602,833,952
중랑구,1440. 면목2동 사거리,202602,768,825
중랑구,1441. 신내능말공원,202602,264,118
중랑구,1442. 중랑구청 중화동 별관 앞,202602,1266,1278
중랑구,1444. 면목4치안센터,202602,520,730
중랑구,1445. 용마지구대 A,202602,106,154
중랑구,1446. 중랑전화국 교차로,202602,912,1032
중랑구,1447. 면목역 3번출구,202602,1120,1322
중랑구,1448. 코스트코 상봉점,202602,1176,1209
중랑구,1449. 상봉역 1번출구,202602,1359,1349
중랑구,1450. 화랑대역 7번출구,202602,611,706
중랑구,1451. 중랑세무서,202602,1189,1336
중랑구,1452. 겸재교 진입부,202602,1038,1140
중랑구,1453. 중랑캠핑숲,202602,73,65
중랑구,1454. 한국전력공사(동대문 중랑지사),202602,353,380
중랑구,1455. 상봉역 2번 출구,202602,1169,1378
중랑구,1456. 상아빌딩(우림시장 교차로),202602,573,636
중랑구,1457. 동원사거리,202602,391,268
중랑구,1458. 상봉터미널2,202602,929,929
중랑구,1459. 용마한신아파트사거리,202602,67,54
중랑구,1461.동양엔파트 앞,202602,582,611
중랑구,1462.동부시장 북문 앞,202602,1044,1059
중랑구,1463.중랑구민회관,202602,138,161
중랑구,1464.중화역 4번출구,202602,445,561
중랑구,1466.두산대림아파트 삼거리,202602,105,156
중랑구,1467.sk신내 주유소앞(용마산로),202602,104,134
중랑구,1468.먹골역 7번 출구,202602,454,481
중랑구,1469.먹골역 4번출구,202602,386,376
중랑구,1470.중화동 우리은행 앞,202602,602,618
중랑구,1471.동양쇼핑 정류소 앞,202602,679,889
중랑구,1472.영성빌딩(PAT),202602,350,396
중랑구,1473.중랑역 1번 출구(중화문화복지센터),202602,597,689
중랑구,1474.서울중랑우체국,202602,333,334
중랑구,1477.면목삼익아파트 앞,202602,172,196
중랑구,1478.홈플러스 상봉점 앞,202602,758,777
중랑구,1479.면목 홈플러스 2 ,202602,176,170
중랑구,1480. 용마지구대 B,202602,284,278
중랑구,4802. 새우개마을,202602,138,129
중랑구,4803. 상봉2동 주민센터 앞,202602,506,514
중랑구,4804. 동서울농협 앞,202602,746,793
중랑구,4807. 라코지스테이 앞,202602,279,276
중랑구,4808. 신내2동 주민센터 앞,202602,357,288
중랑구,"4809. 동성1,2차 아파트 앞",202602,485,333
중랑구,4811. 한양수자인아파트 앞,202602,343,115
중랑구,4812. 묵동 이마트 앞,202602,778,792
중랑구,4813. 망우지구대,202602,881,926
중랑구,4815. 중랑데시앙플렉스 앞,202602,211,205
중랑구,4819. 면목동 새싹어린이공원 앞,202602,603,589
중랑구,4820. 망우역 2번 출구,202602,894,933
중랑구,4823. 방정환교육지원센터 옆,202602,539,611
중랑구,4824. 상봉신협 앞,202602,780,753
중랑구,4825. 신내동 벽산아파트 후문 앞,202602,579,449
중랑구,4826. 홈플러스 면목점,202602,395,479
중랑구,4827. 신내SK V1센터 앞,202602,124,73
중랑구,4828. 신내동 한살림 중랑지구 앞,202602,546,547
중랑구,4829. 신내동 한살림 중랑지구 건너편,202602,180,171
중랑구,4830. 신내 우디안 111동 앞,202602,150,81
중랑구,4834. 용마복지센터 앞,202602,217,87
중랑구,4835. 망우동 본죽 앞,202602,400,401
중랑구,4836. 양원역 1번 출구,202602,275,242
중랑구,4837. 양원지구 힐데스하임 앞,202602,176,132
중랑구,4838.동원사거리 행복오피스텔 앞,202602,301,184
중랑구,4840. 서울시 북부병원 앞,202602,176,176
중랑구,4841. 중화수경공원,202602,908,884
중랑구,4842. 면목라온프라이빗 아파트,202602,294,344
중랑구,4843. 봉화산역 4번 출구,202602,462,494
중랑구,4845. 신내역금강펜테리움센트럴파크,202602,100,85
중랑구,4846. 상봉동양엔파트 앞,202602,428,432
중랑구,4847. 신내역시티프라디움 앞,202602,320,305
강남구,2301. 현대고등학교 건너편,202603,532,527
강남구,2302. 교보타워 버스정류장(신논현역 3번출구 후면),202603,663,674
강남구,2303. 논현역 10번출구,202603,853,631
강남구,2304. 대현그린타워,202603,214,98
강남구,2305. MCM 본사 직영점 앞,202603,284,303
강남구,2306. 압구정역 2번 출구 옆,202603,1319,1295
강남구,2307. 압구정 한양 3차 아파트,202603,727,714
강남구,2308. 압구정파출소 앞,202603,783,781
강남구,2309. 청담역(우리들병원 앞),202603,260,123
강남구,2310. 청담동 맥도날드 옆(위치),202603,216,212
강남구,2311. 학동로 래미안 아파트 앞,202603,248,110
강남구,2312. 청담역 13번 출구 앞,202603,323,327
강남구,2313. 금원빌딩 앞,202603,380,375
강남구,2315. 봉은사역 5번출구 옆,202603,688,663
강남구,2317. 삼성도로공원,202603,661,663
강남구,2318. 삼성중앙역4번출구(문화센터더 리빌),202603,188,140
강남구,2319. 포스코사거리 서측(수협 삼성동 지점),202603,558,551
강남구,2320. 도곡역 대치지구대 방향,202603,542,685
강남구,2321. 학여울역 사거리,202603,269,271
강남구,2322. 삼성역 3번 출구,202603,3,3
강남구,2324. 천주교 대치 2동 교회 옆,202603,755,751
강남구,2325. 대치삼성아파트 앞 교차로,202603,524,528
강남구,2326. 대치동 삼성로,202603,391,310
강남구,2327. 뱅뱅사거리 랜드마크타워 앞,202603,928,1000
강남구,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,202603,452,388
강남구,2329. 르네상스호텔사거리 역삼지하보도 2번출구,202603,246,217
강남구,2330. 역삼월드메르디앙아파트 앞,202603,488,485
강남구,2331. 동영문화센터앞,202603,414,412
강남구,2332. 선릉역3번출구,202603,1085,1073
강남구,2333. 양재역 3번출구 주변,202603,837,515
강남구,2334. 삼호아파트 2동 ( 간선도로),202603,137,135
강남구,2335. 3호선 매봉역 3번출구앞,202603,1766,1862
강남구,2336. 강남세브란스교차로  래미안그레이튼 104동 앞,202603,418,416
강남구,2337. 대모산입구역 2번출구 앞,202603,442,350
강남구,2339. 현대아파트 정문 앞,202603,460,471
강남구,2340. 삼호물산버스정류장(23370) 옆,202603,1773,1871
강남구,2341. 일원역 4~5번 출구 사이,202603,404,257
강남구,2342. 대청역 1번출구  뒤,202603,1116,1094
강남구,2344. 리엔파크 2단지 앞,202603,410,407
강남구,2347. 두산건설 본사,202603,215,79
강남구,2348. 포스코사거리(기업은행),202603,1434,1457
강남구,2349. 역삼빌딩 앞(하나은행 옆),202603,300,186
강남구,2350. 래미안그레이튼102동앞,202603,197,196
강남구,2351. 청소년수련관(수영장)앞,202603,331,229
강남구,2352. 서울본부세관(건설회관 앞),202603,322,106
강남구,2353. 강남구청역 2번출구 뒤,202603,543,325
강남구,2354. 청담역 2번출구,202603,130,98
강남구,2356. 강남구청,202603,264,219
강남구,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),202603,359,324
강남구,2358. 구룡초사거리 (현대아파트10동 앞 ),202603,400,373
강남구,"2359. 국립국악중,고교 정문 맞은편",202603,917,969
강남구,2360. 도곡1동 주민센터 교차로,202603,471,473
강남구,2362. 신사동 가로수길 입구,202603,590,569
강남구,2363. 강남 을지병원 교차로,202603,257,243
강남구,2364. 도산공원교차로,202603,342,341
강남구,2365. K+ 타워 앞,202603,466,465
강남구,2368. 도곡동 경남아파트 건너편,202603,283,258
강남구,2369. KT선릉타워,202603,898,883
강남구,2370. 한티역 3번출구,202603,338,322
강남구,2371. 한국우편사업진흥원,202603,185,83
강남구,2372. 대치역 사거리,202603,780,1004
강남구,2373. 개포동역 사거리,202603,302,301
강남구,2375. 수서역 1번출구 앞,202603,928,1072
강남구,2376. 수서역 7번출구 앞,202603,842,1006
강남구,2377. 수서역 5번출구,202603,2437,2657
강남구,2380. 봉은사로68길 북측,202603,299,295
강남구,2381. 언주역 4번출구,202603,411,411
강남구,2382. 역삼동 sk뷰 501동앞,202603,243,239
강남구,2383. 보금자리정원,202603,204,243
강남구,2384. 자곡사거리,202603,1358,1437
강남구,2385. 학동역,202603,475,469
강남구,2386. 크린랩 본사,202603,136,100
강남구,2387. 래미안강남힐즈 사거리,202603,731,730
강남구,2388. 강남구 도시관리공단,202603,393,218
강남구,2389. 경기여자고등학교 후문 (삼성로3길 입구),202603,643,613
강남구,2390. 구룡마을 입구 (래미안블레스티지 아파트),202603,685,674
강남구,2391. 구룡터널 입구(개포1단지아파트),202603,22,16
강남구,2392. 구룡산 입구 (구룡산 서울둘레길 입구),202603,46,44
강남구,2394. 개포래미안포레스트아파트 107동 앞,202603,507,440
강남구,2396. 영동3교 북단(우성캐릭터 앞 보도),202603,437,446
강남구,2398. 더라움,202603,181,134
강남구,2401. 밀알학교 입구 (삼성서울병원 입구),202603,190,149
강남구,2403. 공무원연금매점 교차로 (개포주공9단지 입구),202603,812,774
강남구,2404. 대모산입구역 4번 출구 앞,202603,1152,1229
강남구,2405. 청담공원앞 교차로,202603,406,221
강남구,2406. 논현동 광명빌딩 앞,202603,201,180
강남구,2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞),202603,1132,1080
강남구,2408. 강남한양수자인아파트,202603,862,864
강남구,2409. 역삼동 디오슈페리움 (우성아파트 사거리),202603,669,667
강남구,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),202603,585,454
강남구,2411. 세곡동 성당,202603,790,825
강남구,2413.도곡역 1번 출구,202603,1126,1150
강남구,2414. 도곡역 아카데미스위트 앞,202603,1201,1213
강남구,2415.한티역 롯데백화점 앞,202603,675,673
강남구,2416.한티역 6번 출구,202603,427,404
강남구,"2417.선정릉 디캠프(D,CAMP)앞",202603,141,140
강남구,2418.봉은사역 7번 출구 ,202603,593,580
강남구,"2419.봉은사역 1,2번 출구 ",202603,651,650
강남구,2420.학여울역 사거리(LG베스트샵 앞),202603,693,622
강남구,2421. 신논현역 4번출구,202603,503,436
강남구,2422.수서동 성당 맞은편,202603,500,460
강남구,2423.영희초교 사거리(래미안개포루체하임),202603,872,879
강남구,2425.세곡동 사거리(대왕초등학교 정류장),202603,222,246
강남구,2426.강남한신휴플러스 6단지,202603,474,453
강남구,2427.개포고등학교 정문앞,202603,606,594
강남구,2430.강남파이낸스센터앞(역삼역2번출구),202603,405,322
강남구,2431.대치역 7번출구,202603,1078,1122
강남구,3602. 한국지역난방공사강남지사,202603,368,362
강남구,3604. 삼성중앙역 5번출구,202603,382,335
강남구,3606. 신사동주민센터 옆,202603,565,564
강남구,3609. 언주초등학교 입구,202603,454,447
강남구,3610. 윗반마을 입구,202603,138,143
강남구,3611. 방죽마을 입구,202603,351,344
